SampleID,ZosCSPoldB,ZosCSPoldD,ZosCFIoldB16,ZosCFIoldG16,ZosCIoldC17,ZosCIoldA18,ZosCIoldB18,ZosCIoldC18,ZosCIoldD18,ZosCIoldE18,ZosCIoldF18,ZosCSSoldE,ZosCSSoldB,ZosCSSoldC16,ZosCSSoldF16,ZosCSSoldE16,ZosCSSoldA16,ZosCSSoldH16,ZosCSSoldG16,ZosCSSoldD17,ZosCSSoldE18,ZosCSSoldB18,ZosCSSoldC18,ZosCSSoldD18,ZosCSSoldF18,ZosGSEoldE,ZosGSEoldF,ZosGSEoldD,ZosGSEoldA,ZosGSEoldC,ZosGSEoldB,ZosGSEoldD16,ZosGSEoldF16,ZosGSEoldG16,ZosGSEoldE16,ZosGSEoldC16,ZosGSEoldA16,ZosGSEoldB16,ZosGSEoldH16,ZosGSWoldA,ZosGSWoldD,ZosGSWoldB,ZosGSWoldC,ZosGSWoldF,ZosGSWoldE,ZosGSWoldF16,ZosGSWoldD16,ZosGSWoldA16,ZosGSWoldB16,ZosGSWoldG16,ZosGSWoldC16,ZosGSWoldE16,ZosGSWoldH16,ZosMcNoldA,ZosMcNoldB,ZosMcNoldC,ZosMcNoldD,ZosMcNoldE,ZosMcNoldF,ZosMcSoldA,ZosMcSoldB,ZosMcSoldC,ZosMcSoldD,ZosMcSoldE,ZosMcSoldF,ZosPBSoldA16,ZosPBSoldB16,ZosPBSoldC16,ZosPBSoldD16,ZosPBSoldG16,ZosPBSoldF16,ZosPBSoldH16,ZosPBSoldE16,ZosPBSoldC17,ZosPBSoldA18,ZosPBSoldB18,ZosPBSoldC18,ZosPBSoldD18,ZosPBSoldE18,ZosPBSoldF18,ZosPBPoldH16,ZosPBPoldB16,ZosPBPoldG16,ZosPBPoldE16,ZosPBPoldF16,ZosPBPoldC16,ZosPBPoldD16,ZosPBPoldA17,ZosPBPoldE18,ZosPBPolEE17,ZosPBPoldA18,ZosPBPoldB18,ZosPBPoldC18,ZosPBPoldD18,ZosPBPoldF18,ZosTQNoldF,ZosTQNoldD,ZosTQNoldE,ZosTQNoldC,ZosTQNoldB,ZosTQNoldG16,ZosTQNoldH16,ZosTQNoldF16,ZosTQNoldD16,ZosTQNoldB16,ZosTQNoldE16,ZosTQNoldC16,ZosTQNoldA16,ZosTQNoldB17,ZosTQNoldC17,ZosTQNoldD17,ZosTQNoldA18,ZosTQNoldB18,ZosTQNoldC18,ZosTQNoldD18,ZosTQNoldE18,ZosTQNoldF18,ZosTQSoldD,ZosTQSoldC,ZosTQSoldB,ZosTQSoldA,ZosTQSoldG16,ZosTQSoldA16,ZosTQSoldH16,ZosTQSoldB16,ZosTQSoldE16,ZosTQSoldF16,ZosTQSoldC16,ZosTQSoldD16,ZosTQSoldB17,ZosTQSoldC17,ZosTQSolEE17,ZosTQSoldA18,ZosTQSoldB18,ZosTQSoldC18,ZosTQSoldD18,ZosTQSoldE18,ZosTQSoldF18
ZosGSEoldF,38911,38911,38911,38911,38911,38911,38911,38911,38911,38911,38911,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosGSEoldD,38911,38911,38911,38911,38911,38911,38911,38911,38911,38911,38911,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosGSEoldA,38911,38911,38911,38911,38911,38911,38911,38911,38911,38911,38911,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosGSEoldC,38911,38911,38911,38911,38911,38911,38911,38911,38911,38911,38911,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosGSEoldB,38911,38911,38911,38911,38911,38911,38911,38911,38911,38911,38911,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosGSEoldD16,38911,38911,38911,38911,38911,38911,38911,38911,38911,38911,38911,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosGSEoldF16,38911,38911,38911,38911,38911,38911,38911,38911,38911,38911,38911,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosGSEoldG16,38911,38911,38911,38911,38911,38911,38911,38911,38911,38911,38911,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosGSEoldE16,38911,38911,38911,38911,38911,38911,38911,38911,38911,38911,38911,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosGSEoldC16,38911,38911,38911,38911,38911,38911,38911,38911,38911,38911,38911,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosGSEoldA16,38911,38911,38911,38911,38911,38911,38911,38911,38911,38911,38911,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosGSEoldB16,38911,38911,38911,38911,38911,38911,38911,38911,38911,38911,38911,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosGSEoldH16,38911,38911,38911,38911,38911,38911,38911,38911,38911,38911,38911,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,38884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosGSWoldA,38455,38455,38455,38455,38455,38455,38455,38455,38455,38455,38455,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,887,887,887,887,887,887,887,887,887,887,887,887,887,887,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosGSWoldD,38455,38455,38455,38455,38455,38455,38455,38455,38455,38455,38455,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,887,887,887,887,887,887,887,887,887,887,887,887,887,887,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosGSWoldB,38455,38455,38455,38455,38455,38455,38455,38455,38455,38455,38455,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,887,887,887,887,887,887,887,887,887,887,887,887,887,887,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosGSWoldC,38455,38455,38455,38455,38455,38455,38455,38455,38455,38455,38455,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,887,887,887,887,887,887,887,887,887,887,887,887,887,887,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosGSWoldF,38455,38455,38455,38455,38455,38455,38455,38455,38455,38455,38455,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,887,887,887,887,887,887,887,887,887,887,887,887,887,887,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosGSWoldE,38455,38455,38455,38455,38455,38455,38455,38455,38455,38455,38455,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,887,887,887,887,887,887,887,887,887,887,887,887,887,887,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosGSWoldF16,38455,38455,38455,38455,38455,38455,38455,38455,38455,38455,38455,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,887,887,887,887,887,887,887,887,887,887,887,887,887,887,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosGSWoldD16,38455,38455,38455,38455,38455,38455,38455,38455,38455,38455,38455,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,887,887,887,887,887,887,887,887,887,887,887,887,887,887,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosGSWoldA16,38455,38455,38455,38455,38455,38455,38455,38455,38455,38455,38455,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,887,887,887,887,887,887,887,887,887,887,887,887,887,887,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosGSWoldB16,38455,38455,38455,38455,38455,38455,38455,38455,38455,38455,38455,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,887,887,887,887,887,887,887,887,887,887,887,887,887,887,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosGSWoldG16,38455,38455,38455,38455,38455,38455,38455,38455,38455,38455,38455,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,887,887,887,887,887,887,887,887,887,887,887,887,887,887,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosGSWoldC16,38455,38455,38455,38455,38455,38455,38455,38455,38455,38455,38455,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,887,887,887,887,887,887,887,887,887,887,887,887,887,887,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosGSWoldE16,38455,38455,38455,38455,38455,38455,38455,38455,38455,38455,38455,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,887,887,887,887,887,887,887,887,887,887,887,887,887,887,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosGSWoldH16,38455,38455,38455,38455,38455,38455,38455,38455,38455,38455,38455,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,887,887,887,887,887,887,887,887,887,887,887,887,887,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosMcNoldA,48759,48759,48759,48759,48759,48759,48759,48759,48759,48759,48759,49287,49287,49287,49287,49287,49287,49287,49287,49287,49287,49287,49287,49287,49287,16098,16098,16098,16098,16098,16098,16098,16098,16098,16098,16098,16098,16098,16098,16972,16972,16972,16972,16972,16972,16972,16972,16972,16972,16972,16972,16972,16972,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosMcNoldB,48759,48759,48759,48759,48759,48759,48759,48759,48759,48759,48759,49287,49287,49287,49287,49287,49287,49287,49287,49287,49287,49287,49287,49287,49287,16098,16098,16098,16098,16098,16098,16098,16098,16098,16098,16098,16098,16098,16098,16972,16972,16972,16972,16972,16972,16972,16972,16972,16972,16972,16972,16972,16972,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosMcNoldC,48759,48759,48759,48759,48759,48759,48759,48759,48759,48759,48759,49287,49287,49287,49287,49287,49287,49287,49287,49287,49287,49287,49287,49287,49287,16098,16098,16098,16098,16098,16098,16098,16098,16098,16098,16098,16098,16098,16098,16972,16972,16972,16972,16972,16972,16972,16972,16972,16972,16972,16972,16972,16972,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
