SampleID,swab_id,barcode_plate,barcode_well,year,region,site,host_species,host_type,sample_type,survey_type,quadrat_id,meso_shoot_id,ASV4,ASV5,ASV6,ASV11,ASV13,ASV15,ASV17,ASV18,ASV19,ASV24,ASV27,ASV28,ASV39,ASV43,ASV46,ASV47,ASV57,ASV60,ASV71,ASV89,ASV93,ASV104,ASV105,ASV106,ASV107,ASV108,ASV117,ASV118,ASV119,ASV121,ASV122,ASV125,ASV131,ASV132,ASV133,ASV147,ASV153,ASV165,ASV185,ASV188,ASV198,ASV210,ASV217,ASV222,ASV224,ASV239,ASV251,ASV279,ASV281,ASV286,ASV289,ASV302,ASV330,ASV341,ASV342,ASV346,ASV351,ASV352,ASV358,ASV368,ASV373,ASV379,ASV383,ASV386,ASV392,ASV403,ASV408,ASV414,ASV417,ASV420,ASV425,ASV431,ASV467,ASV470,ASV493,ASV495,ASV530,ASV541,ASV559,ASV570,ASV590,ASV640,ASV656,ASV660,ASV661,ASV663,ASV668,ASV671,ASV674,ASV678,ASV683,ASV687,ASV720,ASV737,ASV750,ASV760,ASV775,ASV777,ASV858,ASV881,ASV891,ASV909,ASV930,ASV940,ASV945,ASV953,ASV959,ASV971,ASV989,ASV996,ASV1012,ASV1016,ASV1017,ASV1018,ASV1025,ASV1033,ASV1036,ASV1068,ASV1070,ASV1074,ASV1087,ASV1119,ASV1127,ASV1128,ASV1144,ASV1152,ASV1158,ASV1164,ASV1199,ASV1207,ASV1214,ASV1225,ASV1254,ASV1328,ASV1330,ASV1335,ASV1358,ASV1372,ASV1378,ASV1380,ASV1394,ASV1405,ASV1418,ASV1438,ASV1483,ASV1487,ASV1503,ASV1510,ASV1548,ASV1574,ASV1639,ASV1668,ASV1673,ASV1677,ASV1700,ASV1702,ASV1708,ASV1735,ASV1794,ASV1798,ASV1870,ASV1879,ASV1925,ASV1964,ASV1989,ASV2000,ASV2015,ASV2041,ASV2068,ASV2119,ASV2135,ASV2137,ASV2155,ASV2164,ASV2196,ASV2215,ASV2247,ASV2306,ASV2326,ASV2341,ASV2358,ASV2386,ASV2406,ASV2417,ASV2423,ASV2451,ASV2493,ASV2509,ASV2516,ASV2522,ASV2534,ASV2613,ASV2643,ASV2663,ASV2671,ASV2673,ASV2683,ASV2725,ASV2755,ASV2762,ASV2778,ASV2801,ASV2820,ASV2836,ASV2867,ASV2874,ASV2992,ASV3047,ASV3057,ASV3074,ASV3099,ASV3114,ASV3134,ASV3153,ASV3217,ASV3220,ASV3269,ASV3271,ASV3324,ASV3378,ASV3384,ASV3395,ASV3462,ASV3488,ASV3505,ASV3510,ASV3543,ASV3614,ASV3655,ASV3704,ASV3714,ASV3735,ASV3741,ASV3775,ASV3857,ASV3880,ASV3885,ASV3887,ASV3905,ASV3925,ASV3951,ASV3994,ASV3999,ASV4080,ASV4119,ASV4133,ASV4183,ASV4195,ASV1390,ASV1412,ASV2328,ASV2360
ZosCSSrzmE16,891,5,F10,2016,choked,choked_sandspit,zostera_marina,zostera,rhizome,meso_quadrat,3,na,1000,12,756,0,9,0,0,28,73,64,20,44,27,0,0,0,9,131,16,0,25,0,0,0,34,71,0,0,271,0,0,232,2867,0,0,62,0,0,0,0,0,0,34,0,0,58,0,0,0,0,0,20,0,0,0,22,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,29,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
ZosCSSnewC,1024,3,H5,2015,choked,choked_sandspit,zostera_marina,zostera,leaf_new,meso_quadrat,2,c,71,1,32,0,364,6,0,16,58,36,0,13,437,5,0,0,0,4,0,0,2,3,0,7,0,12,0,3,10,0,0,10,0,0,3,0,0,0,0,72,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,2,0,4,0,0,0,0,8,0,0,12,0,0,0,0,0,1,1201,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosCSSoldC,1019,3,H1,2015,choked,choked_sandspit,zostera_marina,zostera,leaf_old,meso_quadrat,2,c,3,0,27,0,35,0,0,106,176,940,74,375,51,301,0,0,0,4,0,0,7,116,0,104,0,22,0,0,19,0,0,203,4,0,0,48,0,25,0,2,0,64,2,5,0,0,0,94,3,0,0,3,0,4,0,0,4,0,21,0,21,0,0,12,0,0,0,0,0,0,0,0,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,23,0,0,13,0,16,0,16,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SedCSSB18,SX203,4,D9,2018,choked,choked_sandspit,sediment,sediment,sediment,meso_quadrat,2,na,0,4,0,700,0,7,0,5,221,165,63,22,0,0,91,0,0,0,125,131,0,0,37,14,59,0,0,0,7,0,153,8,1,31,0,79,0,0,0,0,6,0,1,4,0,0,0,12,0,0,19,0,18,0,0,0,0,21,0,2,0,0,29,19,13,38,125,38,0,423,10,0,4,0,45,2,0,2,0,0,4,0,1,0,15,0,0,34,3,0,0,0,0,13,0,0,0,0,1,17,2,9,0,6,0,0,13,6,0,3,0,0,0,0,9,0,0,0,3,0,2,0,0,0,0,0,0,2,4,9,0,0,0,0,0,5,0,0,25,0,0,0,0,2,0,0,0,0,0,0,0,7,0,1,2,3,3,6,0,5,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WaterCSSB18,726,4,E4,2018,choked,choked_sandspit,seawater,seawater,seawater,meso_quadrat,2,na,0,1,26,0,0,284,88,3,1190,141,1,4,0,13,281,89,69,1,0,0,1,0,0,62,0,0,0,226,1,0,3,176,0,0,5,0,39,13,1,0,0,0,5,5,0,0,0,24,0,0,0,33,0,0,0,3,0,1,1,0,45,0,0,16,0,0,2,2,12,0,0,16,41,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ZosCSSoldB18,AX031,4,A10,2018,choked,choked_sandspit,zostera_marina,zostera,leaf_old,meso_quadrat,2,na,0,0,36,23,0,14,0,171,37,600,94,635,4,70,0,0,0,0,8,0,0,47,5,254,1,16,1,0,10,0,0,71,12,0,0,181,0,6,0,0,0,3,0,5,0,0,0,17,45,0,0,0,0,0,0,0,0,4,1,0,323,0,0,51,0,0,33,0,0,0,3,0,1,0,0,0,0,0,0,15,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,9,110,0,0,25,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosCSSrhrB18,AX014,6,D9,2018,choked,choked_sandspit,zostera_marina,zostera,rhizome_hair,meso_quadrat,2,na,119,9,270,17,4,2,0,67,556,149,68,32,9,39,17,0,0,0,114,4,14,3,7,18,15,88,6,0,46,142,17,207,170,2,0,52,0,6,67,0,92,0,39,1,0,40,0,15,14,0,42,0,1,0,0,0,5,0,0,0,73,3,1,27,2,0,23,0,0,3,3,0,2,0,3,101,21,8,0,2,0,0,1,0,0,3,0,0,3,0,0,0,0,3,0,7,0,1,0,11,1,0,1,0,0,5,0,8,1,5,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,14,2,0,0,14,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterCSSb16,2769,3,G9,2016,choked,choked_sandspit,seawater,seawater,seawater,meso_quadrat,2,na,7,0,79,0,7,142,248,0,1271,87,0,0,0,28,315,218,804,0,0,0,12,0,0,290,0,0,0,0,23,0,0,1192,0,0,724,0,16,54,0,0,0,0,21,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,38,139,0,0,0,0,0,142,0,0,0,0,188,0,0,0,0,0,48,4,0,106,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,43,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,13
ZosCSSrzmF16,1574,5,G10,2016,choked,choked_sandspit,zostera_marina,zostera,rhizome,meso_quadrat,2,na,239,0,196,0,44,0,0,21,189,139,0,18,0,21,0,16,0,0,0,0,11,16,0,18,0,0,0,0,121,0,9,191,929,0,0,0,0,0,232,5,0,0,28,0,0,87,0,9,0,0,10,0,0,0,25,115,0,0,262,0,84,0,0,390,0,0,43,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosCSSnewA,1008,3,H10,2015,choked,choked_sandspit,zostera_marina,zostera,leaf_new,meso_quadrat,1,a,0,0,464,0,22,16,0,543,209,688,9,70,19,27,0,0,0,0,0,0,8,0,0,102,0,1,0,0,24,0,0,99,0,0,0,167,0,8,0,3,0,95,0,0,0,0,0,8,0,0,0,0,0,0,10,3,0,1,3,0,0,10,0,2,0,0,115,0,0,0,0,0,35,43,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,10,0,0,0,0,0,0,0,0,0,28,93,0,0,13,0,2,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ZosCSSoldA,1013,3,H6,2015,choked,choked_sandspit,zostera_marina,zostera,leaf_old,meso_quadrat,1,a,8,0,695,1,130,0,0,31,136,976,10,33,93,13,2,0,0,5,0,0,3,0,0,5,0,0,0,3,18,0,0,62,42,0,14,7,0,5,0,19,0,0,9,5,0,0,2,25,0,0,0,0,0,6,0,20,0,0,15,0,18,17,0,5,0,0,7,0,0,0,0,0,26,332,0,0,6,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,120,0,0,4,0,0,0,0,0,0,0,34,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SedCSSA18,SX201,6,G11,2018,choked,choked_sandspit,sediment,sediment,sediment,meso_quadrat,1,na,0,3,0,633,1,11,0,23,366,342,70,18,0,2,77,0,0,0,126,106,0,0,43,28,54,0,16,0,3,0,69,18,0,21,0,113,0,7,0,0,5,0,1,1,0,0,0,19,0,0,9,0,21,0,0,0,0,67,0,0,0,0,15,7,4,26,84,44,0,286,13,0,2,0,38,1,1,4,0,0,10,0,0,0,8,0,0,22,0,0,3,0,0,1,0,2,1,0,0,35,0,7,0,4,0,4,11,3,0,4,0,0,0,0,6,0,0,0,1,0,3,1,0,0,0,0,0,2,0,13,0,0,0,0,0,7,0,0,10,0,0,0,1,0,0,0,0,2,0,0,0,5,0,0,6,0,2,2,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,2,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WaterCSSA18,722,4,F2,2018,choked,choked_sandspit,seawater,seawater,seawater,meso_quadrat,1,na,0,0,12,2,2,267,107,26,933,133,14,9,0,38,393,163,24,0,0,0,3,3,5,245,0,1,3,117,2,1,0,141,19,0,2,9,87,13,3,0,0,0,0,4,0,0,0,34,0,0,0,0,0,0,0,3,0,0,1,0,33,0,0,20,0,0,9,2,2,0,0,14,18,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,3,6,0,0,0,0,4,0,7,0,1,0,2,0,0,0,0,0,5,2,0,7,0,5,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,6,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZosCSSnewA18,AX008,4,C1,2018,choked,choked_sandspit,zostera_marina,zostera,leaf_new,meso_quadrat,1,na,378,1,458,29,18,52,2,87,251,576,16,96,162,69,9,0,5,0,41,6,4,8,4,57,17,3,0,8,20,0,25,13,45,0,0,26,0,5,0,0,2,0,6,0,0,9,0,12,10,0,0,0,3,2,2,47,0,4,5,15,82,3,0,89,0,0,3,0,3,0,0,10,6,23,0,3,5,64,0,6,0,0,0,0,2,7,0,0,0,0,1,0,0,0,0,3,0,3,0,11,0,0,4,0,0,2,0,1,12,0,0,0,0,1,9,0,0,0,0,2,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ZosCSSoldA18,AX062,4,G4,2018,choked,choked_sandspit,zostera_marina,zostera,leaf_old,meso_quadrat,1,na,5,1,25,6,0,12,0,312,82,872,152,217,0,226,0,0,0,0,1,0,0,92,0,239,0,8,0,0,10,0,0,240,5,0,0,37,0,17,0,0,0,19,0,8,0,0,0,24,16,0,0,0,0,10,0,0,0,14,0,0,33,13,0,226,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,17,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosCSSrhrA18,AX044,6,D12,2018,choked,choked_sandspit,zostera_marina,zostera,rhizome_hair,meso_quadrat,1,na,117,0,67,10,1,2,0,27,230,82,1,27,5,35,9,0,0,2,201,1,268,3,5,31,24,127,7,0,7,195,35,28,518,0,0,7,0,0,282,0,92,0,121,0,0,4,0,3,7,0,107,0,3,0,0,0,2,0,5,0,33,1,0,10,0,1,1,0,0,9,0,0,0,1,1,122,1,46,0,0,0,0,4,0,5,1,0,0,4,0,0,0,0,4,0,0,0,0,0,18,0,0,5,0,0,7,0,0,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0
waterCSSa16,2732,3,F9,2016,choked,choked_sandspit,seawater,seawater,seawater,meso_quadrat,1,na,8,0,84,0,11,208,187,0,1168,90,0,0,0,25,194,815,911,0,0,0,0,0,0,331,0,0,0,159,26,0,0,1453,0,0,664,0,0,34,0,0,0,0,37,19,0,0,0,122,0,0,0,0,0,0,0,0,0,0,26,0,9,0,0,0,0,0,52,0,286,0,0,61,149,0,0,0,0,0,154,0,0,0,0,163,0,0,0,0,0,52,0,0,200,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,39,0,0,0,0,0,0,0,0,5,0,0,0,83,30,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,27,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,8
ZosCSSoldC16,1579,3,C2,2016,choked,choked_sandspit,zostera_marina,zostera,leaf_old,meso_quadrat,1,na,0,0,80,11,0,84,0,55,193,399,0,24,0,200,0,0,0,0,0,0,15,18,0,111,0,32,0,0,25,0,0,188,11,0,0,109,0,0,0,0,0,38,0,89,0,0,0,168,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,44,0,0,0,0,0,49,0,0,0,0,0,0,55,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,19,10,0,0,28,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosCSSrzmC16,852,5,D10,2016,choked,choked_sandspit,zostera_marina,zostera,rhizome,meso_quadrat,1,na,0,0,42,6,12,7,0,11,15,23,0,13,0,0,0,0,0,0,321,0,0,0,0,12,37,0,0,0,6,0,39,74,40,0,0,0,0,0,141,0,0,0,18,0,0,151,0,0,0,0,23,0,0,0,0,61,0,0,45,0,0,0,0,0,0,0,13,0,0,0,0,0,0,94,0,40,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,0,0,34,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosCSPtrans2c1,1059,4,A8,2015,choked,choked_south_pigu,zostera_marina,zostera,zostera,south_pigu_transplant_rs,yellow,na,270,0,586,0,0,9,0,975,292,526,15,38,5,49,0,0,0,2,0,0,6,4,0,4,0,0,0,0,44,0,0,44,0,0,3,2,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,1,39,1,0,0,0,0,0,0,0,1,0,0,0,2,0,44,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosCSPtrans3c1,1728,4,C4,2015,choked,choked_south_pigu,zostera_marina,zostera,zostera,south_pigu_transplant_rs,yellow,na,2,0,69,4,5,16,0,398,168,690,18,71,24,200,0,0,0,1,0,0,9,8,3,81,0,6,0,0,16,0,0,232,5,0,0,124,0,18,0,3,0,37,3,3,0,0,2,38,12,0,0,0,0,3,0,0,9,67,9,5,33,62,0,50,0,0,112,0,0,0,7,2,38,1,0,0,0,2,0,45,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,35,0,15,0,8,0,0,0,0,0,0,0,36,133,0,0,24,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosCSPtrans2a1,1082,4,C8,2015,choked,choked_south_pigu,zostera_marina,zostera,zostera,south_pigu_transplant_rs,red,na,44,0,29,2,7,35,0,290,290,675,2,389,29,163,7,0,0,5,0,0,5,7,0,43,0,4,1,0,37,0,0,173,6,0,1,11,0,17,0,2,0,22,0,0,0,0,0,124,0,0,0,0,0,11,81,0,0,1,15,0,4,15,0,62,0,0,22,0,0,0,0,0,65,0,0,0,1,0,0,15,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,188,0,0,36,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
