"","ASV3","ASV4","ASV5","ASV6","ASV9","ASV11","ASV13","ASV15","ASV17","ASV18","ASV19","ASV24","ASV27","ASV28","ASV31","ASV34","ASV39","ASV43","ASV44","ASV46","ASV57","ASV60","ASV62","ASV89","ASV93","ASV104","ASV105","ASV106","ASV107","ASV113","ASV117","ASV118","ASV119","ASV125","ASV131","ASV132","ASV133","ASV147","ASV165","ASV167","ASV185","ASV198","ASV209","ASV210","ASV222","ASV224","ASV226","ASV239","ASV251","ASV277","ASV279","ASV281","ASV283","ASV286","ASV289","ASV302","ASV330","ASV341","ASV342","ASV346","ASV351","ASV352","ASV358","ASV368","ASV369","ASV373","ASV383","ASV386","ASV392","ASV403","ASV408","ASV417","ASV420","ASV425","ASV431","ASV467","ASV470","ASV493","ASV495","ASV523","ASV530","ASV559","ASV570","ASV590","ASV619","ASV640","ASV656","ASV660","ASV661","ASV663","ASV668","ASV671","ASV674","ASV678","ASV679","ASV687","ASV720","ASV737","ASV750","ASV760","ASV775","ASV777","ASV837","ASV854","ASV858","ASV862","ASV881","ASV891","ASV909","ASV913","ASV930","ASV940","ASV945","ASV953","ASV959","ASV971","ASV989","ASV996","ASV1012","ASV1016","ASV1017","ASV1018","ASV1023","ASV1033","ASV1036","ASV1068","ASV1070","ASV1087","ASV1119","ASV1128","ASV1144","ASV1148","ASV1158","ASV1164","ASV1199","ASV1200","ASV1207","ASV1214","ASV1225","ASV1229","ASV1254","ASV1328","ASV1330","ASV1335","ASV1358","ASV1380","ASV1382","ASV1394","ASV1405","ASV1417","ASV1418","ASV1426","ASV1483","ASV1487","ASV1503","ASV1510","ASV1548","ASV1574","ASV1639","ASV1668","ASV1677","ASV1700","ASV1702","ASV1708","ASV1794","ASV1795","ASV1798","ASV1870","ASV1879","ASV1925","ASV1964","ASV1989","ASV2000","ASV2015","ASV2041","ASV2062","ASV2068","ASV2119","ASV2135","ASV2137","ASV2145","ASV2155","ASV2164","ASV2196","ASV2215","ASV2247","ASV2282","ASV2326","ASV2341","ASV2358","ASV2386","ASV2406","ASV2451","ASV2482","ASV2485","ASV2493","ASV2516","ASV2517","ASV2522","ASV2534","ASV2613","ASV2643","ASV2663","ASV2671","ASV2683","ASV2725","ASV2755","ASV2762","ASV2778","ASV2782","ASV2796","ASV2801","ASV2836","ASV2867","ASV2874","ASV2992","ASV3025","ASV3047","ASV3057","ASV3074","ASV3099","ASV3114","ASV3134","ASV3217","ASV3220","ASV3269","ASV3271","ASV3321","ASV3324","ASV3368","ASV3378","ASV3384","ASV3395","ASV3462","ASV3488","ASV3505","ASV3510","ASV3543","ASV3570","ASV3614","ASV3622","ASV3627","ASV3655","ASV3657","ASV3704","ASV3714","ASV3775","ASV3857","ASV3880","ASV3885","ASV3905","ASV3925","ASV3951","ASV3999","ASV4080","ASV4093","ASV4113","ASV4119","ASV4133","ASV4183","ASV4195","ASV1086","ASV1390","ASV1412","ASV2306","ASV2328","ASV2360"
"AugZosAmbtEdge2",14,0,0,38,0,5,45,19,0,63,287,318,6,43,27,0,4,35,6,23,0,838,0,0,167,11,0,39,0,10,1,0,19,128,6,0,0,6,0,14,0,0,0,0,3,0,0,0,0,2,28,6,0,395,0,1,0,11,0,11,0,3,2,0,0,60,0,32,0,0,12,0,0,4,0,10,0,0,0,0,0,0,4,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,1,0,6,0,1,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"AugZosAmbtInner1",10,1,0,11,0,2,19,19,0,67,369,563,54,174,29,1,23,32,0,2,0,23,0,0,69,23,7,56,0,63,0,0,5,234,15,0,0,38,3,73,0,0,0,6,0,0,0,33,1,7,20,6,0,6,0,8,0,10,0,2,1,10,0,0,0,80,0,302,0,0,15,0,0,1,0,13,9,0,0,1,0,0,7,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,8,1,3,0,13,0,1,3,0,0,0,0,0,1,0,0,3,22,0,0,9,0,7,4,0,1,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,36,0,1,8,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AugZosAmbtInner2",7,1,0,113,0,46,43,24,0,71,318,651,21,115,89,0,19,43,1,1,0,12,1,0,85,9,1,39,0,48,0,0,2,382,2,0,0,81,11,87,0,0,0,2,5,0,0,0,1,16,19,6,0,3,0,3,0,3,0,0,3,4,0,0,0,48,0,158,0,0,11,0,0,2,0,17,1,0,0,10,0,0,20,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,1,0,5,0,0,7,0,0,0,0,0,7,0,0,4,3,0,0,3,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AugZosEdgeB",10,2,0,3,0,13,29,15,0,136,254,501,70,60,29,0,55,85,2,4,0,10,1,0,71,37,0,159,0,57,0,0,6,192,32,0,0,47,16,56,0,0,0,11,9,0,0,5,0,25,60,31,0,2,0,12,0,15,0,5,0,11,4,0,0,49,0,239,0,0,47,0,0,2,0,8,0,0,0,0,0,0,28,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,2,0,10,0,33,1,0,0,0,0,0,3,0,0,3,41,0,0,23,0,1,7,1,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AugZosEdgeC",8,0,0,114,0,29,26,5,0,148,135,477,26,155,46,0,6,146,0,0,0,27,0,0,75,27,1,37,0,66,0,0,10,314,117,0,1,20,18,109,0,0,0,20,1,0,0,7,0,3,83,5,0,28,0,0,0,15,0,1,6,6,2,0,0,41,0,132,0,0,1,0,0,0,0,34,2,0,0,5,0,0,37,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,11,0,10,0,0,0,0,4,0,5,0,0,3,13,0,0,5,0,0,14,0,15,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AugZosEdgeD",27,3,0,7,0,7,133,2,0,144,61,514,12,54,22,2,74,91,0,9,0,52,0,0,228,10,0,16,0,139,0,0,44,222,20,0,0,35,12,131,0,0,0,9,2,0,0,3,3,5,16,53,0,23,0,61,0,51,0,17,1,2,9,0,0,50,0,71,0,0,37,0,0,0,0,7,3,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,66,0,1,0,0,0,0,5,0,0,0,0,14,14,0,3,6,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"AugZosEdgeF",13,1,0,45,0,11,22,1,0,245,145,585,63,98,25,0,26,101,0,0,0,98,2,0,99,15,2,39,0,10,0,0,16,217,12,0,0,174,6,21,0,0,0,21,3,0,0,0,16,33,15,34,0,7,0,5,0,1,0,9,0,15,1,0,0,20,0,46,0,0,80,0,0,9,0,10,0,0,0,1,0,0,23,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,30,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,7,14,0,0,14,0,1,10,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"AugZosEdgeH",56,7,0,30,1,2,223,7,0,81,223,207,30,62,8,3,33,29,0,47,0,634,2,0,259,18,0,34,0,45,0,0,21,83,78,0,5,7,1,53,0,0,0,2,7,0,0,2,2,7,25,4,0,148,0,34,0,3,0,16,0,2,12,0,0,35,0,63,0,0,14,0,0,5,0,7,14,0,0,1,2,0,10,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,35,0,0,29,1,0,0,3,0,3,0,0,12,14,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AugZosEdgeK",13,1,0,5,0,3,81,15,0,207,190,367,60,143,22,0,72,64,0,5,0,29,0,0,262,16,1,34,0,63,0,0,11,200,78,0,0,29,9,59,0,0,0,0,53,0,0,5,0,8,32,18,0,78,0,14,0,8,0,40,0,6,12,0,0,80,0,170,0,0,46,0,0,0,0,11,0,0,0,0,0,0,12,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,5,3,0,0,0,3,0,9,0,0,3,2,0,0,2,0,2,27,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,6,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"AugZosInnerA",10,14,1,24,0,2,20,1,0,38,98,104,9,28,7,0,26,26,0,4,0,1431,0,0,75,10,3,10,0,36,0,0,7,51,30,0,2,12,1,45,0,0,0,3,1,0,0,3,3,3,8,3,0,478,0,0,0,2,0,10,0,2,1,0,1,16,0,21,0,0,10,0,0,2,0,5,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,3,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
