SampleID,year,region,site,meso_quadrat_id,host_type,sample_type,survey_type,ASV2,ASV4,ASV6,ASV8,ASV18,ASV28,ASV34,ASV41,ASV46,ASV49,ASV53,ASV56,ASV58,ASV60,ASV61,ASV63,ASV64,ASV65,ASV69,ASV73,ASV75,ASV80,ASV82,ASV88,ASV99,ASV108,ASV109,ASV110,ASV111,ASV112,ASV125,ASV127,ASV130,ASV131,ASV132,ASV133,ASV140,ASV147,ASV152,ASV155,ASV156,ASV159,ASV160,ASV161,ASV162,ASV166,ASV177,ASV180,ASV193,ASV201,ASV203,ASV206,ASV218,ASV220,ASV222,ASV223,ASV229,ASV231,ASV237,ASV243,ASV245,ASV247,ASV250,ASV253,ASV254,ASV259,ASV261,ASV265,ASV271,ASV279,ASV284,ASV286,ASV287,ASV292,ASV293,ASV300,ASV302,ASV304,ASV310,ASV311,ASV320,ASV323,ASV324,ASV327,ASV334,ASV339,ASV342,ASV343,ASV352,ASV354,ASV357,ASV360,ASV363,ASV364,ASV365,ASV367,ASV369,ASV370,ASV372,ASV373,ASV382,ASV388,ASV414,ASV416,ASV420,ASV423,ASV426,ASV435,ASV437,ASV438,ASV440,ASV443,ASV447,ASV451,ASV461,ASV465,ASV467,ASV468,ASV480,ASV483,ASV487,ASV488,ASV491,ASV494,ASV505,ASV518,ASV527,ASV528,ASV546,ASV550,ASV553,ASV556,ASV560,ASV562,ASV564,ASV566,ASV572,ASV573,ASV575,ASV581,ASV589,ASV593,ASV604,ASV605,ASV607,ASV609,ASV612,ASV616,ASV630,ASV639,ASV642,ASV645,ASV646,ASV659,ASV660,ASV662,ASV673,ASV679,ASV680,ASV682,ASV685,ASV689,ASV692,ASV693,ASV695,ASV701,ASV706,ASV709,ASV720,ASV725,ASV726,ASV732,ASV736,ASV740,ASV745,ASV749,ASV750,ASV756,ASV760,ASV763,ASV765,ASV779,ASV785,ASV789,ASV790,ASV792,ASV794,ASV800,ASV801,ASV804,ASV811,ASV813,ASV814,ASV830,ASV832,ASV834,ASV840,ASV843,ASV847,ASV858,ASV864,ASV867,ASV869,ASV877,ASV895,ASV898,ASV905,ASV915,ASV919,ASV922,ASV923,ASV924,ASV939,ASV942,ASV952,ASV960,ASV962,ASV964,ASV965,ASV980,ASV1008,ASV1014,ASV1039,ASV1041,ASV1043,ASV1046,ASV1047,ASV1050,ASV1074,ASV1075,ASV1082,ASV1088,ASV1091,ASV1102,ASV1103,ASV1107,ASV1108,ASV1119,ASV1141,ASV1144,ASV1147,ASV1155,ASV1158,ASV1162,ASV1167,ASV1168,ASV1169,ASV1171,ASV1173,ASV1177,ASV1189,ASV1192,ASV1196,ASV1211,ASV1212,ASV1219,ASV1236,ASV1256,ASV1263,ASV1282,ASV1284,ASV1294,ASV1296,ASV1302,ASV1324,ASV1335,ASV1344,ASV1359,ASV1361,ASV1373,ASV1374,ASV1381,ASV1388,ASV1393,ASV1394,ASV1400,ASV1417,ASV1419,ASV1430,ASV1433,ASV1434,ASV1439,ASV1440,ASV1443,ASV1467,ASV1483,ASV1489,ASV1492,ASV1498,ASV1500,ASV1501,ASV1506,ASV1513,ASV1516,ASV1538,ASV1542,ASV1544,ASV1554,ASV1566,ASV1570,ASV1580,ASV1592,ASV1599
waterCPWasu6,2015,choked,choked_wolf,asu_70,seawater,seawater,asu_survey,29,0,2,24,0,0,169,43,0,4,0,0,55,37,30,60,0,36,0,0,159,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,163,0,0,0,0,0,36,7,16,14,13,0,0,0,0,0,36,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
waterCSPb,2015,choked,choked_south_pigu,0,seawater,seawater,meso_quadrat,0,27,0,0,0,0,0,25,0,5,0,38,0,47,0,69,0,3,0,0,149,42,34,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,113,0,0,0,0,0,37,0,173,0,17,0,0,0,5,0,17,0,0,0,34,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterCSPtrans1,2015,choked,choked_south_pigu,na,seawater,seawater,south_pigu_transplant_rs,0,0,0,6,0,0,0,1,0,0,0,0,0,161,0,13,0,0,0,0,4,0,305,1,7,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,0,0,0,0,17,0,0,0,4,0,45,0,63,6,100,0,0,0,6,0,2,3,13,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,21,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,34,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterCSSa16,2016,choked,choked_sandspit,1,seawater,seawater,meso_quadrat,0,9,0,0,0,154,0,0,0,0,64,0,8,117,5,50,8,6,0,0,0,69,8,0,0,0,0,0,0,20,0,0,11,14,0,0,0,0,0,0,45,8,0,0,0,0,0,0,4,11,0,9,0,33,13,4,3,6,0,0,0,2,0,26,0,53,0,5,2,0,0,3,3,4,6,5,0,0,0,0,0,10,6,0,0,16,0,0,0,4,0,0,0,1,0,4,0,4,0,5,0,5,0,8,0,0,1,3,0,0,0,0,14,0,1,0,0,3,0,0,0,0,0,0,0,1,0,4,1,2,0,0,0,0,0,8,0,1,0,0,0,0,0,7,4,0,0,0,0,2,0,0,3,0,0,0,0,1,0,6,5,7,1,0,0,0,0,0,0,0,0,5,4,0,4,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,0,0,0,9,0,0,0,0,0,6,5,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
waterCSSA17,2017,choked,choked_sandspit,1,seawater,seawater,meso_quadrat,0,0,0,0,0,0,0,588,0,0,0,0,0,50,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,116,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterCSSb16,2016,choked,choked_sandspit,2,seawater,seawater,meso_quadrat,0,9,0,10,0,170,0,8,0,0,35,0,11,116,7,83,9,4,0,0,0,92,80,0,0,0,0,0,0,25,0,0,4,4,0,0,0,0,0,0,22,7,0,0,0,0,0,0,9,6,0,7,0,39,19,0,0,9,0,0,28,2,0,28,0,14,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,5,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,54,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
waterCSSB17,2017,choked,choked_sandspit,2,seawater,seawater,meso_quadrat,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
waterCSSB18,2018,choked,choked_sandspit,2,seawater,seawater,meso_quadrat,0,0,17,0,0,0,0,159,0,0,0,0,0,69,58,0,0,69,0,0,0,31,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,8,41,0,0,0,0,0,0,0,0,0,0,35,0,0,0,131,0,0,0,0,0,13,0,0,0,0,0,0,0,37,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterCSSc16,2016,choked,choked_sandspit,3,seawater,seawater,meso_quadrat,0,7,0,0,0,165,0,4,0,0,96,0,5,58,14,75,16,28,0,0,0,39,47,0,0,0,0,0,0,27,0,0,15,13,0,0,0,0,0,0,38,18,0,0,0,0,0,0,0,5,0,11,0,44,1,5,0,7,0,0,0,0,0,37,0,42,0,4,0,0,0,0,0,0,3,5,0,0,0,0,5,6,13,0,0,3,0,0,0,12,0,0,0,0,0,2,0,2,0,11,0,6,0,9,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,2,0,4,0,0,0,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,2,2,0,0,0,0,5,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0
waterCSSd16,2016,choked,choked_sandspit,4,seawater,seawater,meso_quadrat,0,20,0,7,0,143,0,2,0,0,172,0,17,113,13,103,11,0,0,0,0,34,0,0,0,0,0,0,0,33,2,0,16,9,0,0,0,0,0,0,42,10,0,0,0,4,0,0,2,2,0,3,0,30,22,0,0,14,0,0,0,6,0,23,0,28,0,5,0,0,0,0,0,3,1,9,0,0,0,0,0,6,3,0,0,5,0,0,0,2,0,0,0,0,0,0,0,8,0,5,0,3,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,1,0,0,0,4,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterCSSe16,2016,choked,choked_sandspit,5,seawater,seawater,meso_quadrat,0,4,0,2,0,108,0,0,0,0,43,0,6,62,0,19,17,141,0,0,4,10,1,0,0,0,0,0,0,38,3,0,27,20,0,0,0,0,0,0,73,9,0,0,0,0,0,0,11,13,0,13,0,20,4,0,0,9,0,0,0,0,0,29,0,27,0,12,5,0,0,0,0,7,8,18,0,0,0,0,0,8,4,0,0,23,0,0,0,9,0,0,0,3,0,2,0,14,0,3,0,4,0,6,0,0,3,3,0,0,0,0,12,0,5,0,0,1,0,0,0,1,0,10,0,0,0,0,2,0,0,0,0,0,0,10,0,10,0,0,0,0,0,3,5,0,0,0,0,3,0,0,6,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,2,0
waterCSSE18,2018,choked,choked_sandspit,5,seawater,seawater,meso_quadrat,0,14,3,6,0,0,7,58,0,0,8,0,0,69,50,0,2,194,0,0,18,15,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,4,0,0,0,0,3,0,0,0,0,0,10,0,0,0,7,0,0,0,4,0,2,1,0,0,0,0,0,0,10,0,0,0,0,0,7,5,0,5,6,0,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterCWBb,2015,choked,choked_wolf_bottom,na,seawater,seawater,ocean_transect,0,0,0,0,0,0,0,23,0,0,0,0,0,103,336,107,0,17,0,0,45,16,17,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,44,0,13,0,0,91,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterGSEa,2015,goose,goose_southeast,3,seawater,seawater,meso_quadrat,0,0,0,0,19,21,0,22,0,29,0,0,21,352,0,17,0,23,0,0,38,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,26,0,0,8,10,0,0,0,38,6,8,13,0,0,80,0,0,0,0,11,0,0,6,0,0,0,0,0,62,0,0,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterGSEa16,2016,goose,goose_southeast,2,seawater,seawater,meso_quadrat,0,11,0,20,0,133,2,1,0,0,69,0,10,148,8,23,23,6,1,2,0,0,25,1,2,0,0,0,0,15,2,0,48,55,0,0,1,0,0,0,3,10,1,0,0,0,0,1,19,34,0,19,0,18,0,4,0,9,0,0,0,0,0,9,0,45,0,7,0,0,0,0,0,0,7,7,0,0,0,0,0,2,3,0,0,32,0,0,0,16,0,0,0,2,0,16,0,11,4,11,0,9,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,3,0,2,0,4,0,0,0,0,0,2,5,0,0,1,0,2,0,0,0,0,2,4,1,0,0,0,0,5,0,0,0,0,0,0,0,7,0,4,1,1,2,0,0,1,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,3,0,0,0,0,1,2,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0
waterGSEb,2015,goose,goose_southeast,1,seawater,seawater,meso_quadrat,0,0,0,0,0,114,4,1,0,8,5,0,3,105,4,7,0,0,1,0,15,0,389,0,0,0,0,0,0,12,15,0,9,18,0,0,0,0,0,1,3,0,4,0,0,0,0,0,2,5,0,3,0,7,0,2,1,2,0,0,0,0,0,4,21,7,0,20,0,0,0,0,0,1,5,31,0,0,0,0,0,20,0,0,0,21,0,0,0,6,0,0,0,3,0,3,0,3,0,1,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,8,0,0,0,7,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,6,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
waterGSEb16,2016,goose,goose_southeast,5,seawater,seawater,meso_quadrat,1,8,0,32,2,101,2,0,0,0,130,0,5,102,15,17,24,0,0,0,0,0,20,0,1,0,0,0,0,21,0,0,30,52,0,0,1,0,0,3,7,8,0,0,0,0,0,0,19,25,0,21,0,20,0,3,0,11,0,0,0,3,0,6,4,59,0,8,1,0,0,0,0,4,9,2,0,0,0,0,0,0,3,0,0,34,0,0,0,11,0,0,0,1,0,19,0,12,8,12,0,2,0,9,0,0,0,0,3,0,0,0,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0,0,2,0,4,0,0,0,0,2,4,1,0,0,0,0,3,0,0,1,0,0,0,0,12,0,1,2,1,1,0,0,0,0,0,4,0,0,20,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterGSEc,2015,goose,goose_southeast,2,seawater,seawater,meso_quadrat,3,0,0,3,0,9,0,9,0,26,0,0,16,284,82,15,0,0,0,0,27,0,192,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,14,0,0,0,0,0,35,0,0,0,9,0,0,0,15,0,11,71,4,0,13,0,0,0,0,11,0,4,4,3,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,12,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,57,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterGSEc16,2016,goose,goose_southeast,3,seawater,seawater,meso_quadrat,4,0,0,23,1,64,1,1,0,0,46,0,14,179,4,42,30,0,1,0,0,0,25,2,0,0,0,0,0,16,0,3,38,39,4,0,0,0,3,2,2,19,1,0,0,0,0,0,23,22,0,10,0,40,0,0,1,23,0,0,0,0,0,28,6,37,0,11,2,0,0,0,0,1,4,1,0,0,0,0,0,4,8,0,0,34,0,0,0,18,0,2,0,0,0,12,0,3,3,6,0,12,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,5,0,0,1,2,0,3,0,3,0,4,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,4,4,0,3,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,1,2,0,0,15,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
